SKU,Product Name,Product ID,Brand,Model,Ext,Product Description,Item Type,Standard Price,Bullet Point1,Bullet Point2,Bullet Point3,Bullet Point4,Bullet Point5,Search Terms1,Search Terms2,Search Terms3,Search Terms4,Search Terms5,Lens Color,Frame Material Type,Lens Material Type,Item Shape,Polarization Type,Lens Width,Bridge Width,Arm Length,Department,Frame Color,Special Features1
I4-AS9R-QPG9,"Ray-Ban RB3025 112/17 Unisex Aviator Sunglasses Mirrored (Matte Gold Frame / Blue Flash Lens 112/17, 55)",,Ray-Ban,mRB3025,e11217,"AVIATOR FLASH LENSES - RB3025 Reflect your style with Ray-Ban Aviator Flash lens sunglasses, one of the most iconic sunglass models in the world. Ray-Ban RB3025 Aviator Flash Lenses reinvented the standards of the market with its unique teardrop shape and flash lens combination.",sunglasses,144.99,Model: RB3025 AVIATOR FLASH LENSES.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Aviator,Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban new original,flash mirror 55mm 58mm 62mm women aviator pilot,rb3025 001 51 001-51 new color small large,made in italy auhtentic 3025,lens lenses authentic frame shades glasses,,metal,mirrored,aviator,non-polarized,55,14,135,unisex-adult,Matte Gold Frame / Blue Flash Lens 112/17,
I4-AS9T-QPG9,"Ray-Ban RB3025 112/17 Unisex Aviator Sunglasses Mirrored (Matte Gold Frame / Blue Flash Lens 112/17, 58)",,Ray-Ban,mRB3025,e11217,"AVIATOR FLASH LENSES - RB3025 Reflect your style with Ray-Ban Aviator Flash lens sunglasses, one of the most iconic sunglass models in the world. Ray-Ban RB3025 Aviator Flash Lenses reinvented the standards of the market with its unique teardrop shape and flash lens combination.",sunglasses,144.99,Model: RB3025 AVIATOR FLASH LENSES.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Aviator,Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban new original,flash mirror 55mm 58mm 62mm women aviator pilot,rb3025 001 51 001-51 new color small large,made in italy auhtentic 3025,lens lenses authentic frame shades glasses,,metal,mirrored,aviator,non-polarized,58,14,135,unisex-adult,Matte Gold Frame / Blue Flash Lens 112/17,
3Y-ZX5V-AYL0,"Ray-Ban RB3025 112/17 Unisex Aviator Sunglasses Mirrored (Matte Gold Frame / Blue Flash Lens 112/17, 62)",,Ray-Ban,mRB3025,e11217,"AVIATOR FLASH LENSES - RB3025 Reflect your style with Ray-Ban Aviator Flash lens sunglasses, one of the most iconic sunglass models in the world. Ray-Ban RB3025 Aviator Flash Lenses reinvented the standards of the market with its unique teardrop shape and flash lens combination.",sunglasses,144.99,Model: RB3025 AVIATOR FLASH LENSES.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Style: Aviator,Gender: Unisex,Made in Italy.,Ray Ban rayban ray-ban new original,flash mirror 55mm 58mm 62mm women aviator pilot,rb3025 001 51 001-51 new color small large,made in italy auhtentic 3025,lens lenses authentic frame shades glasses,,metal,mirrored,aviator,non-polarized,62,14,135,unisex-adult,Matte Gold Frame / Blue Flash Lens 112/17,
HC-ZOUA-DQLH,Ray-Ban RB3025 112/19 Aviator Matte Gold Frame / Green Flesh Lens 55mm,,Ray Ban,mRB3025,e11219,"AVIATOR FLASH LENSES - RB3025 Reflect your style with Ray-Ban Aviator Flash lens sunglasses, one of the most iconic sunglass models in the world. Ray-Ban RB3025 Aviator Flash Lenses reinvented the standards of the market with its unique teardrop shape and flash lens combination.",sunglasses,149.99,Model: RB3025 AVIATOR FLASH LENSES.,Color: 112/19 Matte Gold Frame / Green Flesh Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift,Aviator for men women unisex girlfriend boyfriend,rb3025 112/17 3025 112 17,Sunglasses glasses frame shades 55 58 62,mirror lens lenses authentic made in italy,gold,metal,mirrored,aviator,non-polarized,55,14,135,unisex-adult,Blue,prescription-ready
4U-DX1X-7CNG,Ray-Ban RB3025 112/19 Aviator Matte Gold Frame / Green Flesh Lens 58mm,,Ray Ban,mRB3025,e11219,"AVIATOR FLASH LENSES - RB3025 Reflect your style with Ray-Ban Aviator Flash lens sunglasses, one of the most iconic sunglass models in the world. Ray-Ban RB3025 Aviator Flash Lenses reinvented the standards of the market with its unique teardrop shape and flash lens combination.",sunglasses,149.99,Model: RB3025 AVIATOR FLASH LENSES.,Color: 112/19 Matte Gold Frame / Green Flesh Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift,Aviator for men women unisex girlfriend boyfriend,rb3025 112/17 3025 112 17,Sunglasses glasses frame shades 55 58 62,mirror lens lenses authentic made in italy,gold,metal,mirrored,aviator,non-polarized,58,14,135,unisex-adult,Blue,prescription-ready
DI-IUNQ-4Z2J,Ray-Ban RB3025 112/19 Aviator Matte Gold Frame / Green Flesh Lens 62mm,,Ray Ban,mRB3025,e11219,"AVIATOR FLASH LENSES - RB3025 Reflect your style with Ray-Ban Aviator Flash lens sunglasses, one of the most iconic sunglass models in the world. Ray-Ban RB3025 Aviator Flash Lenses reinvented the standards of the market with its unique teardrop shape and flash lens combination.",sunglasses,149.99,Model: RB3025 AVIATOR FLASH LENSES.,Color: 112/19 Matte Gold Frame / Green Flesh Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift,Aviator for men women unisex girlfriend boyfriend,rb3025 112/17 3025 112 17,Sunglasses glasses frame shades 55 58 62,mirror lens lenses authentic made in italy,gold,metal,mirrored,aviator,non-polarized,62,14,135,unisex-adult,Blue,prescription-ready
VT-34OP-G1S7,Ray-Ban RB3025 112/4D 55mm Sunglasses Matte Gold Brown / Red Polarised Mirror Lens,,Ray Ban,mRB3025,e1124D,"AVIATOR POLAR SPECIAL SERIES Ray-Ban Aviator Polar Special Series sunglasses encompass the teardrop shape that started it all. Yet this Polar Special Series take the legacy a step further. A wave of bright colors enrich the most iconic Ray-Ban Aviator Sunglasses style with lenses taken from the archives, reinvented for the first time in Polar versions. Wear Aviator Polar Special Series RB3025 sunglasses in gold frames and Polarized Sunglasses lenses.",sunglasses,169.99,Model: RB3025 AVIATOR POLAR SPECIAL SERIES.,Color: 112/4D Matte Gold Brown / Red Polarised Mirror Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift,Aviator for men women unisex girlfriend boyfriend,rb3025 3025 made in italy 55 58 mm,Polarised lens lenses 112/4d 112 4d,3025 lens lenses made in italy mirror flash,gold,metal,plastic,aviator,polarized,55,14,135,unisex-adult,Red/Orange,prescription-ready
NG-OAHL-5KWU,Ray-Ban RB3025 112/4D Matte Gold Brown / Red Polarised Mirror Lens 58mm,,Ray Ban,mRB3025,e1124D,"AVIATOR POLAR SPECIAL SERIES Ray-Ban Aviator Polar Special Series sunglasses encompass the teardrop shape that started it all. Yet this Polar Special Series take the legacy a step further. A wave of bright colors enrich the most iconic Ray-Ban Aviator Sunglasses style with lenses taken from the archives, reinvented for the first time in Polar versions. Wear Aviator Polar Special Series RB3025 sunglasses in gold frames and Polarized Sunglasses lenses.",sunglasses,159.99,Model: RB3025 AVIATOR POLAR SPECIAL SERIES.,Color: 112/4D Matte Gold Brown / Red Polarised Mirror Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Case color may occasionally differ.,Ray Ban rayban ray-ban gift,Aviator for men women unisex girlfriend boyfriend,rb3025 3025 made in italy 55 58 mm,Polarised lens lenses 112/4d 112 4d,3025 lens lenses made in italy mirror flash,gold,metal,glass,aviator,polarized,58,14,135,unisex-adult,Red/Orange,prescription-ready
CW-F7YN-VDP5,Ray-Ban RB3025 112/4L Aviator Matte Gold Frame / Blue Mirror Polarized Lens 58mm,,Ray Ban,mRB3025,e1124L,"AVIATOR POLAR SPECIAL SERIES Ray-Ban Aviator Polar Special Series sunglasses encompass the teardrop shape that started it all. Yet this Polar Special Series take the legacy a step further. A wave of bright colors enrich the most iconic Ray-Ban Aviator Sunglasses style with lenses taken from the archives, reinvented for the first time in Polar versions. Wear Aviator Polar Special Series RB3025 sunglasses in gold frames and Polarized Sunglasses lenses.",sunglasses,169.99,Model: RB3025 AVIATOR POLAR SPECIAL SERIES.,Color: 112/4L Gold Frame / Blue Mirror Polarized Lens.,"Original Ray Ban Packaging, Box, Case and Cleaning Cloth included.",Made in Italy.,Case color may occasionally differ.,Ray Ban rayban ray-ban gift,Aviator for men women unisex girlfriend boyfriend,rb3025 112/4L 3025,Sunglasses glasses frame shades,polarized lens lenses authentic,gold,metal,glass,aviator,polarized,58,14,135,unisex-adult,Blue,prescription-ready
V8-BVLK-6DYE,Ray-Ban RB3025 112/4L Aviator Sunglasses Matte Gold Frame / Blue Mirror Polarized Lens 55mm,,Ray Ban,mRB3025,e1124L,"AVIATOR POLAR SPECIAL SERIES Ray-Ban Aviator Polar Special Series sunglasses encompass the teardrop shape that started it all. Yet this Polar Special Series take the legacy a step further. A wave of bright colors enrich the most iconic Ray-Ban Aviator Sunglasses style with lenses taken from the archives, reinvented for the first time in Polar versions. Wear Aviator Polar Special Series RB3025 sunglasses in gold frames and Polarized Sunglasses lenses.",sunglasses,169.99,Model: RB3025 AVIATOR POLAR SPECIAL SERIES.,Color: 112/4L Gold Frame / Blue Mirror Polarized Lens.,"Original Ray Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift,Aviator for men women unisex girlfriend boyfriend,rb3025 112/4L 3025,Sunglasses glasses frame shades,polarized lens lenses authentic,gold,metal,glass,aviator,polarized,55,14,135,unisex-adult,Blue,prescription-ready
QS-A94D-O30M,Ray-Ban RB3025 112/85 Sunglasses Gold Frame / Brown Gradient Lens 58mm,,Ray Ban,mRB3025,e11285,"AVIATOR GRADIENT Ray-Ban Aviator Gradient sunglasses encompass the teardrop shape that started it all. Originally designed for U.S. aviators, the Aviator Sunglasses design has become an icon. The gradient lenses are nicely toned and give a cool effect to what is considered the sunglass that shaped entire cult movements.",sunglasses,144.99,Model: RB3025 Aviator Gradient.,Color: 112/93 Gold Frame / Brown Gradient Lens.,"Original Ray Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift,Aviator for men women unisex girlfriend boyfriend,rb3025 112/85,Sunglasses glasses frame shades 55 58 60 mm,gradient lens lenses authentic made in italy,gold,metal,gradient,aviator,non-polarized,58,14,135,unisex-adult,,prescription-ready
DL-V1SY-O9G8,Ray-Ban RB3025 112/93 55mm Sunglasses Gold Frame / Brown Mirror Gold Lens.,,Ray Ban,mRB3025,e11293,"VIATOR FLASH LENSES - RB3025 Reflect your style with Ray-Ban Aviator Flash lens sunglasses, one of the most iconic sunglass models in the world. Ray-Ban RB3025 Aviator Flash Lenses reinvented the standards of the market with its unique teardrop shape and flash lens combination.",sunglasses,149.99,Model: RB3025 AVIATOR FLASH LENSES.,Color: 112/93 Gold Frame / Brown Mirror Gold Lens.,"Original Ray Ban Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift crystal,Aviator for men women unisex girlfriend boyfriend,rb3025 112/93 3025 yellow gold mirror,Sunglasses glasses frame shades 55 58 mm,lens lenses authentic made in italy,gold,metal,mirrored,aviator,non-polarized,55,14,135,unisex-adult,,prescription-ready
HN-F8Y0-0KSR,Ray-Ban RB3025 112/93 Sunglasses Gold Frame / Brown Flash Gold Lens 58mm,,Ray Ban,mRB3025,e11293,"VIATOR FLASH LENSES - RB3025 Reflect your style with Ray-Ban Aviator Flash lens sunglasses, one of the most iconic sunglass models in the world. Ray-Ban RB3025 Aviator Flash Lenses reinvented the standards of the market with its unique teardrop shape and flash lens combination.",sunglasses,139,Model: RB3025 AVIATOR FLASH LENSES.,Color: 112/93 Gold Frame / Brown Mirror Gold Lens.,"Original Ray-Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift for her him,Aviator for men women unisex girlfriend boyfriend,rb3025 112/93,Sunglasses glasses frame shades discount sale,rb3025,gold,metal,glass,aviator,non-polarized,58,14,135,unisex-adult,,
07-CKCK-LN5J,Ray-Ban RB3025 167/1M Sunglasses Bronze-Copper Frame / Violet Mirror Lens 55mm,,Ray Ban,mRB3025,e1671M,"AVIATOR FLASH LENSES - RB3025 Reflect your style with Ray-Ban Aviator Flash lens sunglasses, one of the most iconic sunglass models in the world. Ray-Ban RB3025 Aviator Flash Lenses reinvented the standards of the market with its unique teardrop shape and flash lens combination.",sunglasses,154.99,Model: RB3025 AVIATOR FLASH LENSES.,Color: 167/1M Bronze-Copper Frame / Violet Mirror Lens.,"Original Ray Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift authentic,Aviator for men women unisex girlfriend boyfriend,rb3025 167/1M aviator 167 1m new color,Sunglasses glasses frame shades original,3025 lens lenses made in italy mirror flash,purple,metal,mirrored,aviator,non-polarized,55,14,135,unisex-adult,Bronze,prescription-ready
35-NOV7-XX91,Ray-Ban RB3025 167/1M Sunglasses Bronze-Copper Frame / Violet Mirror Lens 58mm,,Ray Ban,mRB3025,e1671M,"AVIATOR FLASH LENSES - RB3025 Reflect your style with Ray-Ban Aviator Flash lens sunglasses, one of the most iconic sunglass models in the world. Ray-Ban RB3025 Aviator Flash Lenses reinvented the standards of the market with its unique teardrop shape and flash lens combination.",sunglasses,154.99,Model: RB3025 AVIATOR FLASH LENSES.,Color: 167/1M Bronze-Copper Frame / Violet Mirror Lens.,"Original Ray Ban Packaging, Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift authentic,Aviator for men women unisex girlfriend boyfriend,rb3025 167/1M aviator 167 1m new color,Sunglasses glasses frame shades original,3025 lens lenses made in italy mirror flash,purple,metal,mirrored,aviator,non-polarized,58,14,135,unisex-adult,Bronze,prescription-ready
N9-45EN-24Y4,Ray-Ban RB3025 167/4K Sunglasses Bronze-Copper Frame / Lilak Mirror Lens 55mm,,Ray Ban,mRB3025,e1674K,"VIATOR FLASH LENSES - RB3025 Reflect your style with Ray-Ban Aviator Flash lens sunglasses, one of the most iconic sunglass models in the world. Ray-Ban RB3025 Aviator Flash Lenses reinvented the standards of the market with its unique teardrop shape and flash lens combination.",sunglasses,154.99,Model: RB3025 AVIATOR FLASH LENSES.,Color: 167/4K Bronze-Copper Frame / Lilak Mirror Lens.,"Original Ray Ban Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift crystal,Aviator 3025,rb3025 167/4k,Sunglasses glasses frame shades 55 58 mm,mirror lens lenses authentic made in italy,pink,metal,mirrored,aviator,non-polarized,55,14,135,unisex-adult,Bronze,
KZ-7CBW-J7RS,Ray-Ban RB3025 167/4K Sunglasses Bronze-Copper Frame / Lilak Mirror Lens 58mm,,Ray Ban,mRB3025,e1674K,"VIATOR FLASH LENSES - RB3025 Reflect your style with Ray-Ban Aviator Flash lens sunglasses, one of the most iconic sunglass models in the world. Ray-Ban RB3025 Aviator Flash Lenses reinvented the standards of the market with its unique teardrop shape and flash lens combination.",sunglasses,154.99,Model: RB3025 AVIATOR FLASH LENSES.,Color: 167/4K Bronze-Copper Frame / Lilak Mirror Lens.,"Original Ray Ban Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift crystal,Aviator 3025 new original,rb3025 167/4k,Sunglasses glasses frame shades 55 58 mm,mirror lens lenses authentic made in italy,pink,metal,mirrored,aviator,non-polarized,58,14,135,unisex-adult,Bronze,prescription-ready
6P-ZQZ1-JZOY,Ray-Ban RB3025 167/68 Sunglasses Bronze-Copper Frame / Blue-Violet Mirror Lens 55mm,,Ray Ban,mRB3025,e16768,"VIATOR FLASH LENSES - RB3025 Reflect your style with Ray-Ban Aviator Flash lens sunglasses, one of the most iconic sunglass models in the world. Ray-Ban RB3025 Aviator Flash Lenses reinvented the standards of the market with its unique teardrop shape and flash lens combination.",sunglasses,144.99,Model: RB3025 AVIATOR FLASH LENSES.,Color: 167/68 Bronze-Copper Frame / Blue-Violet Mirror Lens.,"Original Ray Ban Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift,Aviator for men women unisex girlfriend boyfriend,rb3025 167/68 167 68,Sunglasses glasses frame shades 55 58 mm,3025 lens lenses made in italy mirror flash,blue,metal,mirrored,aviator,non-polarized,55,14,135,unisex-adult,Bronze,prescription-ready
41-EYCK-UBBC,Ray-Ban RB3025 167/68 Sunglasses Bronze-Copper Frame / Blue-Violet Mirror Lens 58mm,,Ray Ban,mRB3025,e16768,"VIATOR FLASH LENSES - RB3025 Reflect your style with Ray-Ban Aviator Flash lens sunglasses, one of the most iconic sunglass models in the world. Ray-Ban RB3025 Aviator Flash Lenses reinvented the standards of the market with its unique teardrop shape and flash lens combination.",sunglasses,134.99,Model: RB3025 AVIATOR FLASH LENSES.,Color: 167/68 Bronze-Copper Frame / Blue-Violet Mirror Lens.,"Original Ray Ban Box, Case and Cleaning Cloth included.",Gender: Unisex.,Made in Italy.,Ray Ban rayban ray-ban gift,Aviator for men women unisex girlfriend boyfriend,rb3025 167/68 167 68,Sunglasses glasses frame shades 55 58 mm,3025 lens lenses made in italy mirror flash,blue,metal,mirrored,aviator,non-polarized,58,14,135,unisex-adult,Bronze,prescription-ready
